clave,clave_alterna,precio,max_usable,interior ,exterior,proveedor,material ,tipo
TFPW-190-300-150,TFPW-190-300-151,9401.62,150,190,300,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-190-330-150,TFPW-190-330-151,12657.46,150,190,330,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-195-270-150,TFPW-195-270-151,6135.7,150,195,270,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-200-250-150,TFPW-200-250-151,4017.38,150,200,250,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-200-260-150,TFPW-200-260-151,4893.84,150,200,260,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-200-270-150,TFPW-200-270-151,5802.05,150,200,270,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-200-300-150,TFPW-200-300-151,8743.9,150,200,300,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-200-320-150,TFPW-200-320-151,10873.3,150,200,320,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-200-330-150,TFPW-200-330-151,11989.15,150,200,330,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-200-350-150,TFPW-200-350-151,14326.7,150,200,350,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-200-370-150,TFPW-200-370-151,16799.83,150,200,370,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-20-40-150,TFPW-20-40-151,229.32,150,20,40,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-20-45-150,TFPW-20-45-151,302.4,150,20,45,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-20-50-150,TFPW-20-50-151,386.57,150,20,50,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-20-55-150,TFPW-20-55-151,479.81,150,20,55,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-20-60-150,TFPW-20-60-151,584.14,150,20,60,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-20-65-150,TFPW-20-65-151,688.97,150,20,65,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-20-70-150,TFPW-20-70-151,803.38,150,20,70,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-20-75-150,TFPW-20-75-151,928.37,150,20,75,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-215-250-150,TFPW-215-250-151,2952.94,150,215,250,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-215-260-150,TFPW-215-260-151,3829.9,150,215,260,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-215-270-150,TFPW-215-270-151,4737.6,150,215,270,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-215-280-150,TFPW-215-280-151,5687.14,150,215,280,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-230-260-150,TFPW-230-260-151,2692.37,150,230,260,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-230-270-150,TFPW-230-270-151,3600.07,150,230,270,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-230-280-150,TFPW-230-280-151,4550.11,150,230,280,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-230-300-150,TFPW-230-300-151,6542.42,150,230,300,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-230-330-150,TFPW-230-330-151,9787.68,150,230,330,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-230-350-150,TFPW-230-350-151,12125.23,150,230,350,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-240-270-150,TFPW-240-270-151,2796.7,150,240,270,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-240-320-150,TFPW-240-320-151,7867.44,150,240,320,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-240-330-150,TFPW-240-330-151,8984.3,150,240,330,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-245-320-150,TFPW-245-320-151,7460.71,150,245,320,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-245-330-150,TFPW-245-330-151,8577.58,150,245,330,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-250-300-150,TFPW-250-300-151,4903.92,150,250,300,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-250-330-150,TFPW-250-330-151,8149.68,150,250,330,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-250-360-150,TFPW-250-360-151,11707.92,150,250,360,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-250-370-150,TFPW-250-370-151,12959.86,150,250,370,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-25-50-150,TFPW-25-50-151,354.82,150,25,50,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-25-55-150,TFPW-25-55-151,448.56,150,25,55,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-25-60-150,TFPW-25-60-151,542.81,150,25,60,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-25-65-150,TFPW-25-65-151,657.22,150,25,65,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-25-75-150,TFPW-25-75-151,897.62,150,25,75,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-25-85-150,TFPW-25-85-151,1168.78,150,25,85,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-260-320-150,TFPW-260-320-151,6166.94,150,260,320,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-270-300-150,TFPW-270-300-151,3130.85,150,270,300,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-270-320-150,TFPW-270-320-151,5259.24,150,270,320,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-270-330-150,TFPW-270-330-151,6376.1,150,270,330,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-270-360-150,TFPW-270-360-151,9933.84,150,270,360,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-290-320-150,TFPW-290-320-151,3349.58,150,290,320,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-290-330-150,TFPW-290-330-151,4465.94,150,290,330,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-290-350-150,TFPW-290-350-151,6803.5,150,290,350,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-290-360-150,TFPW-290-360-151,8024.69,150,290,360,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-290-370-150,TFPW-290-370-151,9276.62,150,290,370,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-295-330-150,TFPW-295-330-151,3965.47,150,295,330,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-295-540-150,TFPW-295-540-151,35331.91,150,295,540,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-30-100-150,TFPW-30-100-151,1606.75,150,30,100,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-30-105-150,TFPW-30-105-151,1784.66,150,30,105,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-30-110-150,TFPW-30-110-151,1972.15,150,30,110,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-30-50-150,TFPW-30-50-151,302.4,150,30,50,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-30-55-150,TFPW-30-55-151,396.65,150,30,55,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-30-65-150,TFPW-30-65-151,605.3,150,30,65,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-30-70-150,TFPW-30-70-151,720.22,150,30,70,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-30-75-150,TFPW-30-75-151,855.29,150,30,75,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-30-80-150,TFPW-30-80-151,980.78,150,30,80,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-30-85-150,TFPW-30-85-151,1126.94,150,30,85,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-30-90-150,TFPW-30-90-151,1283.18,150,30,90,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-30-95-150,TFPW-30-95-151,1439.93,150,30,95,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-315-350-150,TFPW-315-350-151,4215.46,150,315,350,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-315-360-150,TFPW-315-360-151,5436.65,150,315,360,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-315-410-150,TFPW-315-410-151,12052.15,150,315,410,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-315-550-150,TFPW-315-550-151,35123.76,150,315,550,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-328-360-150,TFPW-328-360-151,4017.38,150,328,360,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-350-410-150,TFPW-350-410-151,8076.6,150,350,410,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-35-110-150,TFPW-35-110-151,1920.24,150,35,110,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-35-55-150,TFPW-35-55-151,344.23,150,35,55,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-35-60-150,TFPW-35-60-151,448.56,150,35,60,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-35-65-150,TFPW-35-65-151,552.89,150,35,65,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-35-70-150,TFPW-35-70-151,667.8,150,35,70,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-35-75-150,TFPW-35-75-151,793.3,150,35,75,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-35-80-150,TFPW-35-80-151,928.37,150,35,80,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-35-90-150,TFPW-35-90-151,1220.69,150,35,90,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-35-95-150,TFPW-35-95-151,1388.02,150,35,95,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-40-100-150,TFPW-40-100-151,1492.34,150,40,100,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-40-105-150,TFPW-40-105-151,1669.75,150,40,105,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-40-110-150,TFPW-40-110-151,1857.74,150,40,110,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-40-120-150,TFPW-40-120-151,2253.89,150,40,120,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-40-125-150,TFPW-40-125-151,2462.54,150,40,125,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-40-130-150,TFPW-40-130-151,2681.28,150,40,130,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-40-135-150,TFPW-40-135-151,2911.61,150,40,135,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-40-140-150,TFPW-40-140-151,3151.01,150,40,140,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-40-150-150,TFPW-40-150-151,3651.98,150,40,150,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-40-160-150,TFPW-40-160-151,4184.71,150,40,160,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-40-65-150,TFPW-40-65-151,489.89,150,40,65,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-40-70-150,TFPW-40-70-151,605.3,150,40,70,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-40-75-150,TFPW-40-75-151,730.3,150,40,75,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-40-80-150,TFPW-40-80-151,866.38,150,40,80,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-40-90-150,TFPW-40-90-151,1158.7,150,40,90,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-45-100-150,TFPW-45-100-151,1419.26,150,45,100,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-45-105-150,TFPW-45-105-151,1596.67,150,45,105,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-45-110-150,TFPW-45-110-151,1784.66,150,45,110,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-45-120-150,TFPW-45-120-151,2181.31,150,45,120,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-45-125-150,TFPW-45-125-151,2389.46,150,45,125,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-45-145-150,TFPW-45-145-151,3328.42,150,45,145,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-45-65-150,TFPW-45-65-151,417.31,150,45,65,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-45-70-150,TFPW-45-70-151,532.73,150,45,70,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-45-75-150,TFPW-45-75-151,667.8,150,45,75,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-45-80-150,TFPW-45-80-151,793.3,150,45,80,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-45-85-150,TFPW-45-85-151,939.46,150,45,85,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-45-95-150,TFPW-45-95-151,1251.94,150,45,95,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-100-150,TFPW-50-100-151,1346.18,150,50,100,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-105-150,TFPW-50-105-151,1523.59,150,50,105,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-110-150,TFPW-50-110-151,1701,150,50,110,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-120-150,TFPW-50-120-151,2097.14,150,50,120,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-125-150,TFPW-50-125-151,2316.38,150,50,125,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-130-150,TFPW-50-130-151,2535.12,150,50,130,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-135-150,TFPW-50-135-151,2765.45,150,50,135,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-140-150,TFPW-50-140-151,2994.77,150,50,140,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-150-150,TFPW-50-150-151,3495.74,150,50,150,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-160-150,TFPW-50-160-151,4038.55,150,50,160,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-170-150,TFPW-50-170-151,4601.52,150,50,170,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-175-150,TFPW-50-175-151,4903.92,150,50,175,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-185-150,TFPW-50-185-151,5519.81,150,50,185,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-200-150,TFPW-50-200-151,6511.18,150,50,200,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-220-150,TFPW-50-220-151,7961.69,150,50,220,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-230-150,TFPW-50-230-151,8733.82,150,50,230,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-250-150,TFPW-50-250-151,10382.4,150,50,250,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-260-150,TFPW-50-260-151,11258.86,150,50,260,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-270-150,TFPW-50-270-151,12177.14,150,50,270,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-280-150,TFPW-50-280-151,13116.6,150,50,280,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-75-150,TFPW-50-75-151,584.14,150,50,75,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-80-150,TFPW-50-80-151,720.22,150,50,80,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-85-150,TFPW-50-85-151,855.29,150,50,85,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-90-150,TFPW-50-90-151,1012.54,150,50,90,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-50-95-150,TFPW-50-95-151,1168.78,150,50,95,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-55-105-150,TFPW-55-105-151,1429.34,150,55,105,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-55-170-150,TFPW-55-170-151,4518.36,150,55,170,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-55-75-150,TFPW-55-75-151,489.89,150,55,75,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-55-80-150,TFPW-55-80-151,625.97,150,55,80,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-55-85-150,TFPW-55-85-151,772.13,150,55,85,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-55-90-150,TFPW-55-90-151,928.37,150,55,90,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-100-150,TFPW-60-100-151,1158.7,150,60,100,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-105-150,TFPW-60-105-151,1336.1,150,60,105,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-120-150,TFPW-60-120-151,1920.24,150,60,120,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-125-150,TFPW-60-125-151,2128.39,150,60,125,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-130-150,TFPW-60-130-151,2347.63,150,60,130,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-140-150,TFPW-60-140-151,2817.36,150,60,140,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-150-150,TFPW-60-150-151,3318.34,150,60,150,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-160-150,TFPW-60-160-151,3850.06,150,60,160,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-170-150,TFPW-60-170-151,4414.03,150,60,170,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-185-150,TFPW-60-185-151,5332.32,150,60,185,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-190-150,TFPW-60-190-151,5655.89,150,60,190,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-240-150,TFPW-60-240-151,9359.78,150,60,240,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-250-150,TFPW-60-250-151,10204.99,150,60,250,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-280-150,TFPW-60-280-151,12938.69,150,60,280,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-85-150,TFPW-60-85-151,678.38,150,60,85,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-90-150,TFPW-60-90-151,824.54,150,60,90,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-60-95-150,TFPW-60-95-151,991.37,150,60,95,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-65-100-150,TFPW-65-100-151,1053.86,150,65,100,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-65-105-150,TFPW-65-105-151,1231.27,150,65,105,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-65-120-150,TFPW-65-120-151,1815.91,150,65,120,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-65-125-150,TFPW-65-125-151,2024.06,150,65,125,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-65-130-150,TFPW-65-130-151,2243.3,150,65,130,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-65-135-150,TFPW-65-135-151,2473.13,150,65,135,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-65-145-150,TFPW-65-145-151,2952.94,150,65,145,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-65-185-150,TFPW-65-185-151,5227.49,150,65,185,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-65-220-150,TFPW-65-220-151,7669.37,150,65,220,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-65-90-150,TFPW-65-90-151,720.22,150,65,90,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-70-100-150,TFPW-70-100-151,939.46,150,70,100,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-70-110-150,TFPW-70-110-151,1304.35,150,70,110,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-70-120-150,TFPW-70-120-151,1701,150,70,120,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-105-150,TFPW-0-105-151,1930.32,150,0,105,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-70-130-150,TFPW-70-130-151,2128.39,150,70,130,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-70-135-150,TFPW-70-135-151,2358.72,150,70,135,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-70-140-150,TFPW-70-140-151,2598.12,150,70,140,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-70-145-150,TFPW-70-145-151,2838.53,150,70,145,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-70-150-150,TFPW-70-150-151,3099.1,150,70,150,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-70-160-150,TFPW-70-160-151,3630.82,150,70,160,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-70-170-150,TFPW-70-170-151,4194.79,150,70,170,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-70-175-150,TFPW-70-175-151,4497.19,150,70,175,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-70-185-150,TFPW-70-185-151,5113.08,150,70,185,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-70-190-150,TFPW-70-190-151,5436.65,150,70,190,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-70-200-150,TFPW-70-200-151,6114.53,150,70,200,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-130-150,TFPW-0-130-151,2942.86,150,0,130,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-70-90-150,TFPW-70-90-151,605.3,150,70,90,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-70-95-150,TFPW-70-95-151,772.13,150,70,95,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-180-150,TFPW-0-180-151,5614.06,150,0,180,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-75-105-150,TFPW-75-105-151,991.37,150,75,105,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-75-110-150,TFPW-75-110-151,1178.86,150,75,110,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-75-120-150,TFPW-75-120-151,1575.5,150,75,120,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-75-125-150,TFPW-75-125-151,1784.66,150,75,125,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-190-150,TFPW-0-190-151,6250.1,150,0,190,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-240-150,TFPW-0-240-151,9955.01,150,0,240,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-75-160-150,TFPW-75-160-151,3506.33,150,75,160,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-75-185-150,TFPW-75-185-151,4998.17,150,75,185,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-290-150,TFPW-0-290-151,14514.7,150,0,290,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-80-100-150,TFPW-80-100-151,688.97,150,80,100,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-80-105-150,TFPW-80-105-151,855.29,150,80,105,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-80-110-150,TFPW-80-110-151,1043.78,150,80,110,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-45-150,TFPW-0-45-151,365.4,150,0,45,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-80-125-150,TFPW-80-125-151,1658.66,150,80,125,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-80-130-150,TFPW-80-130-151,1877.9,150,80,130,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-80-135-150,TFPW-80-135-151,2108.23,150,80,135,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-80-140-150,TFPW-80-140-151,2337.55,150,80,140,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-80-145-150,TFPW-80-145-151,2588.04,150,80,145,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-50-150,TFPW-0-50-151,448.56,150,0,50,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-80-160-150,TFPW-80-160-151,3381.34,150,80,160,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-60-150,TFPW-0-60-151,647.14,150,0,60,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-80-175-150,TFPW-80-175-151,4246.7,150,80,175,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-80-185-150,TFPW-80-185-151,4862.59,150,80,185,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-80-200-150,TFPW-80-200-151,5853.46,150,80,200,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-80-230-150,TFPW-80-230-151,8076.6,150,80,230,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-80-260-150,TFPW-80-260-151,10601.64,150,80,260,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-80-360-150,TFPW-80-360-151,21255.7,150,80,360,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-85-110-150,TFPW-85-110-151,907.7,150,85,110,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-85-120-150,TFPW-85-120-151,1304.35,150,85,120,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-85-125-150,TFPW-85-125-151,1512.5,150,85,125,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-85-130-150,TFPW-85-130-151,1731.74,150,85,130,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-85-135-150,TFPW-85-135-151,1962.07,150,85,135,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-85-150-150,TFPW-85-150-151,2702.45,150,85,150,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-90-110-150,TFPW-90-110-151,762.05,150,90,110,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-90-120-150,TFPW-90-120-151,1158.7,150,90,120,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-70-150,TFPW-0-70-151,866.38,150,0,70,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-90-130-150,TFPW-90-130-151,1585.58,150,90,130,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-90-135-150,TFPW-90-135-151,1815.91,150,90,135,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-90-140-150,TFPW-90-140-151,2055.31,150,90,140,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-0-90-150,TFPW-0-90-151,1419.26,150,0,90,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-90-150-150,TFPW-90-150-151,2556.29,150,90,150,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-90-160-150,TFPW-90-160-151,3089.02,150,90,160,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-90-170-150,TFPW-90-170-151,3651.98,150,90,170,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-90-185-150,TFPW-90-185-151,4570.27,150,90,185,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-90-190-150,TFPW-90-190-151,4893.84,150,90,190,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-90-200-150,TFPW-90-200-151,5572.73,150,90,200,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-90-210-150,TFPW-90-210-151,6271.27,150,90,210,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-90-220-150,TFPW-90-220-151,7012.15,150,90,220,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-90-300-150,TFPW-90-300-151,14170.46,150,90,300,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-125-150,TFPW-100-125-151,1043.78,150,100,125,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-145-150,TFPW-100-145-151,1982.23,150,100,145,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-100-170-150,TFPW-100-170-151,3339,150,100,170,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-95-135-150,TFPW-95-135-151,1658.66,150,95,135,YANKO,PTFE VIRGEN YANKO,PTFE
TFPW-105-140-150,TFPW-105-140-151,1555.34,150,105,140,YANKO,PTFE VIRGEN YANKO,PTFE
